transaction_id,date_time,risk_score,rules_triggered,ai_reasoning,data_used,action_taken,investigator_decision,final_outcome
TXN_252395,2026-09-18 12:10:44 UTC,0.0228,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.023),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 10.41, ""amount_in_usd"": 10.41}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_773689,2026-09-18 12:10:44 UTC,0.0726,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.073),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 3.48, ""amount_in_usd"": 3.48}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_296864,2026-09-18 12:10:44 UTC,0.8851,Online + international (typical fraud vector); Late-night online purchase,Model strongly flags this transaction due to online and international (score 0.885),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 248.52, ""amount_in_usd"": 248.52}",Flagged for review,Pending review,Awaiting investigator
TXN_426252,2026-09-18 12:10:44 UTC,0.0321,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.032),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 71.39, ""amount_in_usd"": 71.39}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_295677,2026-09-18 12:10:44 UTC,0.0478,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.048),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 114.82, ""amount_in_usd"": 114.82}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_422866,2026-09-18 12:10:44 UTC,0.0706,Weekend transaction; Late-night online purchase,Model finds this transaction low risk due to weekend timing (score 0.071),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 47.2, ""amount_in_usd"": 47.2}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_538454,2026-09-18 12:10:44 UTC,0.0256,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.026),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 12.35, ""amount_in_usd"": 12.35}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_948406,2026-09-18 12:10:44 UTC,0.0619,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.062),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 276.89, ""amount_in_usd"": 276.89}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_634394,2026-09-18 12:10:44 UTC,0.9376,"Unusual hour (night, outside 06:00-22:00); Weekend transaction; Online + international (typical fraud vector); Late-night online purchase","Model strongly flags this transaction due to occurred at night, online and international, weekend timing (score 0.938)","{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 456.08, ""amount_in_usd"": 456.08}",Flagged for review,Pending review,Awaiting investigator
TXN_998606,2026-09-18 12:10:44 UTC,0.0339,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.034),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 3.7, ""amount_in_usd"": 3.7}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_833583,2026-09-18 12:10:44 UTC,0.0912,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.091),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 146.76, ""amount_in_usd"": 146.76}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_113797,2026-09-18 12:10:44 UTC,0.0673,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.067),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 3.93, ""amount_in_usd"": 3.93}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_581544,2026-09-18 12:10:44 UTC,0.0406,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.041),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 37.38, ""amount_in_usd"": 37.38}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_850249,2026-09-18 12:10:44 UTC,0.0535,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.053),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 11.34, ""amount_in_usd"": 11.34}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_352181,2026-09-18 12:10:44 UTC,0.0521,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.052),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 113.32, ""amount_in_usd"": 113.32}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_423103,2026-09-18 12:10:44 UTC,0.0133,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.013),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 38.94, ""amount_in_usd"": 38.94}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_451243,2026-09-18 12:10:44 UTC,0.0133,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.013),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 23.04, ""amount_in_usd"": 23.04}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_394771,2026-09-18 12:10:44 UTC,0.1258,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.126),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 171.6, ""amount_in_usd"": 171.6}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_714120,2026-09-18 12:10:44 UTC,0.0549,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.055),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 64.52, ""amount_in_usd"": 64.52}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_873031,2026-09-18 12:10:44 UTC,0.0429,Weekend transaction; Online + international (typical fraud vector),"Model finds this transaction low risk due to online and international, weekend timing (score 0.043)","{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 86.67, ""amount_in_usd"": 86.67}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_943740,2026-09-18 12:10:44 UTC,0.0218,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.022),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 25.82, ""amount_in_usd"": 25.82}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_238145,2026-09-18 12:10:44 UTC,0.0583,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.058),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 42.08, ""amount_in_usd"": 42.08}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_180339,2026-09-18 12:10:44 UTC,0.0081,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.008),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 34.83, ""amount_in_usd"": 34.83}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_615909,2026-09-18 12:10:44 UTC,0.0570,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.057),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 57.55, ""amount_in_usd"": 57.55}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_867634,2026-09-18 12:10:44 UTC,0.0280,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.028),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 37.44, ""amount_in_usd"": 37.44}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_441716,2026-09-18 12:10:44 UTC,0.0326,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 39.48, ""amount_in_usd"": 39.48}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_762099,2026-09-18 12:10:44 UTC,0.1927,"Unusual hour (night, outside 06:00-22:00)",Model finds this transaction low risk due to occurred at night (score 0.193),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 120.78, ""amount_in_usd"": 120.78}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_372435,2026-09-18 12:10:45 UTC,0.0120,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.012),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 55.79, ""amount_in_usd"": 55.79}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_485505,2026-09-18 12:10:45 UTC,0.0143,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.014),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 65.27, ""amount_in_usd"": 65.27}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_409362,2026-09-18 12:10:45 UTC,0.0976,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.098),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 86.04, ""amount_in_usd"": 86.04}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_351440,2026-09-18 12:10:45 UTC,0.0615,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.061),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 40.9, ""amount_in_usd"": 40.9}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_326151,2026-09-18 12:10:45 UTC,0.0542,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.054),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 22.43, ""amount_in_usd"": 22.43}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_430731,2026-09-18 12:10:45 UTC,0.0384,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.038),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 17.54, ""amount_in_usd"": 17.54}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_815206,2026-09-18 12:10:45 UTC,0.0793,Weekend transaction; Online + international (typical fraud vector),"Model finds this transaction low risk due to online and international, weekend timing (score 0.079)","{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 13.72, ""amount_in_usd"": 13.72}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_231122,2026-09-18 12:10:45 UTC,0.0409,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.041),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 137.64, ""amount_in_usd"": 137.64}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_182774,2026-09-18 12:10:45 UTC,0.0332,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.033),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 181.36, ""amount_in_usd"": 181.36}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_899025,2026-09-18 12:10:45 UTC,0.0790,"Unusual hour (night, outside 06:00-22:00)",Model finds this transaction low risk due to occurred at night (score 0.079),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 20.52, ""amount_in_usd"": 20.52}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_364950,2026-09-18 12:10:45 UTC,0.0753,"Unusual hour (night, outside 06:00-22:00); Late-night online purchase",Model finds this transaction low risk due to occurred at night (score 0.075),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 24.37, ""amount_in_usd"": 24.37}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_772179,2026-09-18 12:10:45 UTC,0.1756,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.176),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 159.38, ""amount_in_usd"": 159.38}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_620430,2026-09-18 12:10:45 UTC,0.0575,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.058),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 16.2, ""amount_in_usd"": 16.2}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_512005,2026-09-18 12:10:45 UTC,0.0982,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.098),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 853.8, ""amount_in_usd"": 853.8}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_176675,2026-09-18 12:10:45 UTC,0.0875,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.087),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 89.57, ""amount_in_usd"": 89.57}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_517651,2026-09-18 12:10:45 UTC,0.0454,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.045),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 50.92, ""amount_in_usd"": 50.92}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_267175,2026-09-18 12:10:45 UTC,0.9170,"Unusual hour (night, outside 06:00-22:00); Weekend transaction; Online + international (typical fraud vector); Late-night online purchase","Model strongly flags this transaction due to occurred at night, online and international, weekend timing (score 0.917)","{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 66.03, ""amount_in_usd"": 66.03}",Flagged for review,Pending review,Awaiting investigator
TXN_278756,2026-09-18 12:10:45 UTC,0.0484,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.048),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 38.56, ""amount_in_usd"": 38.56}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_342497,2026-09-18 12:10:45 UTC,0.0317,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.032),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 14.87, ""amount_in_usd"": 14.87}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_223887,2026-09-18 12:10:45 UTC,0.0534,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.053),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 151.82, ""amount_in_usd"": 151.82}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_671949,2026-09-18 12:10:45 UTC,0.0224,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.022),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 104.49, ""amount_in_usd"": 104.49}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_443093,2026-09-18 12:10:45 UTC,0.0496,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.050),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 3.7, ""amount_in_usd"": 3.7}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_824884,2026-09-18 12:10:45 UTC,0.0585,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.059),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 20.92, ""amount_in_usd"": 20.92}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_183536,2026-09-18 12:10:45 UTC,0.0188,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.019),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 15.79, ""amount_in_usd"": 15.79}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_357224,2026-09-18 12:10:45 UTC,0.9249,Online + international (typical fraud vector); Late-night online purchase,Model strongly flags this transaction due to online and international (score 0.925),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 1481.22, ""amount_in_usd"": 1481.22}",Flagged for review,Pending review,Awaiting investigator
TXN_133705,2026-09-18 12:10:45 UTC,0.1406,"Unusual hour (night, outside 06:00-22:00); Late-night online purchase",Model finds this transaction low risk due to occurred at night (score 0.141),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 677.03, ""amount_in_usd"": 677.03}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_188025,2026-09-18 12:10:45 UTC,0.0437,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.044),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 189.17, ""amount_in_usd"": 189.17}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_801867,2026-09-18 12:10:45 UTC,0.0730,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.073),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 20.32, ""amount_in_usd"": 20.32}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_888696,2026-09-18 12:10:45 UTC,0.0409,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.041),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 156.36, ""amount_in_usd"": 156.36}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_404093,2026-09-18 12:10:45 UTC,0.0162,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.016),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 10.2, ""amount_in_usd"": 10.2}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_731745,2026-09-18 12:10:45 UTC,0.0126,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.013),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 78.55, ""amount_in_usd"": 78.55}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_869412,2026-09-18 12:10:45 UTC,0.0534,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.053),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 24.35, ""amount_in_usd"": 24.35}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_134550,2026-09-18 12:10:45 UTC,0.1020,"Unusual hour (night, outside 06:00-22:00)",Model finds this transaction low risk due to occurred at night (score 0.102),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 8.06, ""amount_in_usd"": 8.06}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_972762,2026-09-18 12:10:45 UTC,0.0502,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.050),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 112.23, ""amount_in_usd"": 112.23}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_108332,2026-09-18 12:10:45 UTC,0.0512,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.051),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 40.56, ""amount_in_usd"": 40.56}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_498627,2026-09-18 12:10:45 UTC,0.0375,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.037),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 35.72, ""amount_in_usd"": 35.72}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_491648,2026-09-18 12:10:45 UTC,0.0610,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.061),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 23.85, ""amount_in_usd"": 23.85}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_123363,2026-09-18 12:10:45 UTC,0.0352,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.035),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 62.22, ""amount_in_usd"": 62.22}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_989780,2026-09-18 12:10:45 UTC,0.0708,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.071),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 5.25, ""amount_in_usd"": 5.25}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_662168,2026-09-18 12:10:45 UTC,0.0545,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.054),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 7.38, ""amount_in_usd"": 7.38}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_603036,2026-09-18 12:10:45 UTC,0.0164,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.016),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 12.62, ""amount_in_usd"": 12.62}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_292920,2026-09-18 12:10:45 UTC,0.0463,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.046),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 8.82, ""amount_in_usd"": 8.82}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_329465,2026-09-18 12:10:45 UTC,0.0459,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.046),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 4.16, ""amount_in_usd"": 4.16}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_824159,2026-09-18 12:10:45 UTC,0.0984,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.098),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 29.14, ""amount_in_usd"": 29.14}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_239279,2026-09-18 12:10:45 UTC,0.0775,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.077),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 1.82, ""amount_in_usd"": 1.82}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_524882,2026-09-18 12:10:45 UTC,0.0432,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.043),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 15.32, ""amount_in_usd"": 15.32}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_354246,2026-09-18 12:10:45 UTC,0.2195,"Unusual hour (night, outside 06:00-22:00)",Model finds this transaction low risk due to occurred at night (score 0.220),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 107.08, ""amount_in_usd"": 107.08}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_704728,2026-09-18 12:10:45 UTC,0.0194,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.019),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 27.88, ""amount_in_usd"": 27.88}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_167585,2026-09-18 12:10:45 UTC,0.0320,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.032),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 39.8, ""amount_in_usd"": 39.8}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_663071,2026-09-18 12:10:45 UTC,0.0644,Weekend transaction; Online + international (typical fraud vector),"Model finds this transaction low risk due to online and international, weekend timing (score 0.064)","{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 27.58, ""amount_in_usd"": 27.58}",No action (low risk cleared),Pending review,Awaiting investigator
